"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"PIH","1347 Property Insurance Holdings, Inc.","7.35","43797665.1","n/a","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/pih",
"FLWS","1-800 FLOWERS.COM, Inc.","10.8","705042208.8","n/a","1999","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/flws",
"FCCY","1st Constitution Bancorp (NJ)","18.65","148888433.1","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fccy",
"SRCE","1st Source Corporation","44.51","1151729721.52","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/srce",
"VNET","21Vianet Group, Inc.","7.1","410024701.8","57749958","2011","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/vnet",
"TWOU","2U, Inc.","29.62","1393935297.82","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/twou",
"JOBS","51job, Inc.","33.69","902668668.99","26793371","2004","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/jobs",
"CAFD","8point3 Energy Partners LP","12.99","1027096905.24","n/a","2015","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/cafd",
"EGHT","8x8 Inc","14.6","1322054294.4","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/eght",
"AVHI","A V Homes, Inc.","16.45","371278408.2","n/a","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/avhi",
"SHLM","A. Schulman, Inc.","33.85","996606961","n/a","1972","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/shlm",
"AAON","AAON, Inc.","33.35","1759387254","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aaon",
"ABAX","ABAXIS, Inc.","53.63","1208552050","n/a","1992","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/abax",
"ABEO","Abeona Therapeutics Inc.","5","199797840","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abeo",
"ABEOW","Abeona Therapeutics Inc.","3.32","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abeow",
"ABIL","Ability Inc.","2.8799","74175113.3458","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/abil",
"ABMD","ABIOMED, Inc.","112.36","4874288373.48","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/abmd",
"AXAS","Abraxas Petroleum Corporation","2.67","360717000","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/axas",
"ACIU","AC Immune SA","13.01","720702506.42","n/a","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aciu",
"ACIA","Acacia Communications, Inc.","61.71","2309364875.73","n/a","2016","Technology","Semiconductors","http://www.nasdaq.com/symbol/acia",
"ACTG","Acacia Research Corporation","6.75","340627815","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/actg",
"ACHC","Acadia Healthcare Company, Inc.","32.89","2877897398.09","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/achc",
"ACAD","ACADIA Pharmaceuticals Inc.","28.77","3484445349.42","n/a","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acad",
"ACST","Acasti Pharma, Inc.","1.2857","13772467.2566","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acst",
"AXDX","Accelerate Diagnostics, Inc.","20.95","1077604039.65","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/axdx",
"ACCP","Accelerated Pharma, Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/accp",
"XLRN","Acceleron Pharma Inc.","25.475","961592163.925","n/a","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/xlrn",
"ANCX","Access National Corporation","28.14","298573251.06","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ancx",
"ARAY","Accuray Incorporated","4.7","383961273.6","n/a","2007","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/aray",
"ACRX","AcelRx Pharmaceuticals, Inc.","2.55","115601164.5","n/a","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acrx",
"ACET","Aceto Corporation","21.87","657222652.71","n/a","n/a","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/acet",
"AKAO","Achaogen, Inc.","13","454043200","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akao",
"ACHN","Achillion Pharmaceuticals, Inc.","4.11","561758449.68","n/a","2006","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/achn",
"ACIW","ACI Worldwide, Inc.","18.56","2176888016","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/aciw",
"ACRS","Aclaris Therapeutics, Inc.","27.95","728097080.75","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acrs",
"ACNB","ACNB Corporation","31.45","190620399.9","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/acnb",
"ACOR","Acorda Therapeutics, Inc.","19.5","899228967","n/a","2006","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/acor",
"ATVI","Activision Blizzard, Inc","36.64","27231337913.44","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/atvi",
"ACTA","Actua Corporation","14.3","498918877.6","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/acta",
"ACUR","Acura Pharmaceuticals, Inc.","0.84","9940392.84","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acur",
"ACXM","Acxiom Corporation","26.46","2053257685.92","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/acxm",
"ADMS","Adamas Pharmaceuticals, Inc.","16.59","364688497.11","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adms",
"ADMP","Adamis Pharmaceuticals Corporation","3.25","70150707.25","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/admp",
"ADAP","Adaptimmune Therapeutics plc","4.12","134084543.04","32544792","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/adap",
"ADUS","Addus HomeCare Corporation","35.95","412112860.95","n/a","2009","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/adus",
"AEY","ADDvantage Technologies Group, Inc.","1.74","17633568.9","n/a","n/a","Consumer Services","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/aey",
"IOTS","Adesto Technologies Corporation","2","30979902","n/a","2015","Technology","Semiconductors","http://www.nasdaq.com/symbol/iots",
"ADMA","ADMA Biologics Inc","4.98","64175970.18","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/adma",
"ADBE","Adobe Systems Incorporated","103.48","51166308949.6","n/a","1986","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/adbe",
"ADTN","ADTRAN, Inc.","22.65","1096218414.6","n/a","1994","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/adtn",
"ADRO","Aduro Biotech, Inc.","11.3","759159086","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adro",
"AAAP","Advanced Accelerator Applications S.A.","27.16","949768279.32","34969377","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aaap",
"ADES","Advanced Emissions Solutions, Inc.","9.54","209901321.9","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ades",
"AEIS","Advanced Energy Industries, Inc.","54.8","2174943609.6","n/a","1995","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aeis",
"AITP","Advanced Inhalation Therapies (AIT) Ltd.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aitp",
"AMD","Advanced Micro Devices, Inc.","11.43","10594109423.88","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/amd",
"ADXS","Advaxis, Inc.","7.49","298432443.82","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adxs",
"ADXSW","Advaxis, Inc.","4.0898","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adxsw",
"ADVM","Adverum Biotechnologies, Inc.","2.95","123069619.25","n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/advm",
"MAUI","AdvisorShares Market Adaptive Unconstrained Income ETF","23.7636","1188180","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/maui",
"AEGN","Aegion Corp","24.04","816462658.92","n/a","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/aegn",
"AGLE","Aeglea BioTherapeutics, Inc.","4.57","61378906.81","n/a","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agle",
"AEHR","Aehr Test Systems","2.38","38928424.78","n/a","1997","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/aehr",
"AMTX","Aemetis, Inc","1.54","30581600.28","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/amtx",
"AEPI","AEP Industries Inc.","116.9","597803336.9","n/a","1986","Capital Goods","Specialty Chemicals","http://www.nasdaq.com/symbol/aepi",
"AERI","Aerie Pharmaceuticals, Inc.","38.75","1293559087.5","n/a","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/aeri",
"AVAV","AeroVironment, Inc.","26.93","629841802.3","n/a","2007","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/avav",
"AEZS","AEterna Zentaris Inc.","3.5","41897712.5","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aezs",
"AEMD","Aethlon Medical, Inc.","4.018","31039339.296","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/aemd",
"GNMX","Aevi Genomic Medicine, Inc.","5.44","201812265.92","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gnmx",
"AFMD","Affimed N.V.","2.1","69844748.4","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/afmd",
"AGEN","Agenus Inc.","4.16","362444908.8","n/a","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/agen",
"AGRX","Agile Therapeutics, Inc.","5","143788595","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agrx",
"AGYS","Agilysys, Inc.","10.8","252706219.2","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/agys",
"AGIO","Agios Pharmaceuticals, Inc.","43.22","1815878661.94","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agio",
"AGNC","AGNC Investment Corp.","18.57","6147525649.89","n/a","2008","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agnc",
"AGNCB","AGNC Investment Corp.","25.06","8682039079.98","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agncb",
"AGNCP","AGNC Investment Corp.","25.37","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agncp",
"AGFS","AgroFresh Solutions, Inc.","2.55","127305083.1","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/agfs",
"AGFSW","AgroFresh Solutions, Inc.","0.18","0","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/agfsw",
"AIMT","Aimmune Therapeutics, Inc.","20.58","872234792.94","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aimt",
"AIRM","Air Methods Corporation","33.4","1215476868.2","n/a","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/airm",
"AIRT","Air T, Inc.","22.54","46044464.06","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/airt",
"ATSG","Air Transport Services Group, Inc","16.46","980494201.54","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/atsg",
"AIRG","Airgain, Inc.","13.89","128699281.23","n/a","2016","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/airg",
"AMCN","AirMedia Group Inc","2.475","108577470.375","43869685","2007","Technology","Advertising","http://www.nasdaq.com/symbol/amcn",
"AKAM","Akamai Technologies, Inc.","67.57","11709874986.27","n/a","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/akam",
"AKTX","Akari Therapeutics Plc","7.5","3751770","500236","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aktx",
"AKBA","Akebia Therapeutics, Inc.","10.5","402406956","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akba",
"AKER","Akers Biosciences Inc","1.9","10359835.5","n/a","2014","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/aker",
"AKRX","Akorn, Inc.","22.07","2764062933.17","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akrx",
"ALRM","Alarm.com Holdings, Inc.","27.56","1267052176.52","n/a","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/alrm",
"ALSK","Alaska Communications Systems Group, Inc.","1.64","84227936.72","n/a","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/alsk",
"AMRI","Albany Molecular Research, Inc.","18.87","809351150.91","n/a","1999","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/amri",
"ALBO","Albireo Pharma, Inc.","18.99","119497309.56","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/albo",
"ABDC","Alcentra Capital Corp.","12.09","163101789.24","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abdc",
"ADHD","Alcobra Ltd.","2.21","60909633.2","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adhd",
"ALDR","Alder BioPharmaceuticals, Inc.","21.25","1068795546.25","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aldr",
"ALDX","Aldeyra Therapeutics, Inc.","5.1","64139262.6","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aldx",
"ALXN","Alexion Pharmaceuticals, Inc.","122.63","27499531994.74","n/a","1996","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alxn",
"ALCO","Alico, Inc.","26.85","223519456.95","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/alco",
"ALGN","Align Technology, Inc.","96.96","7726684417.92","n/a","2001","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/algn",
"ALIM","Alimera Sciences, Inc.","1.12","72646452.48","n/a","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alim",
"ALJJ","ALJ Regional Holdings, Inc.","4.2","145213492.2","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/aljj",
"ALKS","Alkermes plc","56.1","8525544040.2","n/a","1991","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alks",
"ABTX","Allegiance Bancshares, Inc.","35.85","462646687.8","n/a","2015","Finance","Major Banks","http://www.nasdaq.com/symbol/abtx",
"ALGT","Allegiant Travel Company","166.1","2748314186.2","n/a","2006","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/algt",
"AIQ","Alliance HealthCare Services, Inc.","9.6","103090089.6","n/a","2001","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/aiq",
"AHGP","Alliance Holdings GP, L.P.","28.19","1687537970","n/a","2006","Energy","Coal Mining","http://www.nasdaq.com/symbol/ahgp",
"AMMA","Alliance MMA, Inc.","3.75","33646166.25","n/a","2016","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/amma",
"ARLP","Alliance Resource Partners, L.P.","22.8","1695750570","n/a","1999","Energy","Coal Mining","http://www.nasdaq.com/symbol/arlp",
"AHPI","Allied Healthcare Products, Inc.","2.06","8267962.44","n/a","1992","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ahpi",
"AMOT","Allied Motion Technologies, Inc.","22.35","209448800.85","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/amot",
"ALQA","Alliqua BioMedical, Inc.","0.635","18841735.875","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/alqa",
"ALLT","Allot Communications Ltd.","5.15","172824225.3","n/a","2006","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/allt",
"MDRX","Allscripts Healthcare Solutions, Inc.","10.93","2023041602.39","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/mdrx",
"AFAM","Almost Family Inc","45.4","470943189.2","n/a","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/afam",
"ALNY","Alnylam Pharmaceuticals, Inc.","38.64","3315847898.16","n/a","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alny",
"AOSL","Alpha and Omega Semiconductor Limited","21.61","503419126.16","n/a","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/aosl",
"GOOG","Alphabet Inc.","786.14","541838024356.46","n/a","2004","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/goog",
"GOOGL","Alphabet Inc.","808.01","556911672297.89","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/googl",
"SMCP","AlphaMark Actively Managed Small Cap ETF","22.3","24529442.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/smcp",
"ATEC","Alphatec Holdings, Inc.","3.22","28688915.22","n/a","2006","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atec",
"ASPS","Altisource Portfolio Solutions S.A.","26.9","507807816.6","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/asps",
"AIMC","Altra Industrial Motion Corp.","37.65","974544760.95","n/a","2006","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aimc",
"AMAG","AMAG Pharmaceuticals, Inc.","33.95","1161420774.85","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/amag",
"AMRN","Amarin Corporation plc","3.09","772193227.89","249900721","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/amrn",
"AMRK","A-Mark Precious Metals, Inc.","19.32","135847614","n/a","n/a","Basic Industries","Other Specialty Stores","http://www.nasdaq.com/symbol/amrk",
"AYA","Amaya Inc.","14.45","2096256832.65","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/aya",
"AMZN","Amazon.com, Inc.","753.67","358118756404.09","n/a","1997","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/amzn",
"AMBC","Ambac Financial Group, Inc.","22.54","1017045101.52","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ambc",
"AMBCW","Ambac Financial Group, Inc.","11.974","0","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ambcw",
"AMBA","Ambarella, Inc.","52.54","1739710469.56","n/a","2012","Technology","Semiconductors","http://www.nasdaq.com/symbol/amba",
"AMCX","AMC Networks Inc.","53.55","3771358727.85","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/amcx",
"DOX","Amdocs Limited","58.19","8541521797.16","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/dox",
"AMDA","Amedica Corporation","0.6471","17085058.3971","n/a","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/amda",
"AMED","Amedisys Inc","42.52","1427379434.52","n/a","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/amed",
"UHAL","Amerco","368.28","7221156164.64","n/a","n/a","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/uhal",
"ATAX","America First Multifamily Investors, L.P.","5.4","325365811.2","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/atax",
"AMOV","America Movil, S.A.B. de C.V.","12.58","41239756000","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/amov",
"AAL","American Airlines Group, Inc.","46.3","23989194722.8","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/aal",
"ACSF","American Capital Senior Floating, Ltd.","11.9","119001190","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/acsf",
"ACAS","American Capital, Ltd.","17.99","3888134624.5","n/a","1997","n/a","n/a","http://www.nasdaq.com/symbol/acas",
"AETI","American Electric Technologies, Inc.","1.55","12920750.4","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aeti",
"AMNB","American National Bankshares, Inc.","35.1","302403102.3","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/amnb",
"ANAT","American National Insurance Company","124.45","3349511516.2","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/anat",
"AOBC","American Outdoor Brands Corporation","21.51","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aobc",
"APEI","American Public Education, Inc.","24.8","399179708.8","n/a","2007","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/apei",
"ARII","American Railcar Industries, Inc.","45.8","886771905.6","n/a","2006","Capital Goods","Railroads","http://www.nasdaq.com/symbol/arii",
"AMRB","American River Bankshares","15.7","104508525.8","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/amrb",
"AMSWA","American Software, Inc.","10.38","303551028.06","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/amswa",
"AMSC","American Superconductor Corporation","7.42","105358078.84","n/a","1991","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/amsc",
"AMWD","American Woodmark Corporation","76.35","1240732470.15","n/a","1986","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/amwd",
"CRMT","America&#39;s Car-Mart, Inc.","43.9","346873216","n/a","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/crmt",
"ABCB","Ameris Bancorp","43.7","1526068413.8","n/a","1994","Finance","Major Banks","http://www.nasdaq.com/symbol/abcb",
"AMSF","AMERISAFE, Inc.","63.05","1212460011.75","n/a","2005","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/amsf",
"ASRV","AmeriServ Financial Inc.","3.7","69942846.4","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/asrv",
"ASRVP","AmeriServ Financial Inc.","26.9899","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/asrvp",
"ATLO","Ames National Corporation","33.05","307725674.65","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/atlo",
"AMGN","Amgen Inc.","150.73","112131434355.29","n/a","1983","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/amgn",
"FOLD","Amicus Therapeutics, Inc.","5.13","730133380.35","n/a","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fold",
"AMKR","Amkor Technology, Inc.","10.65","2531451537","n/a","1998","Technology","Semiconductors","http://www.nasdaq.com/symbol/amkr",
"AMPH","Amphastar Pharmaceuticals, Inc.","18.5","851440263","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/amph",
"IBUY","Amplify Online Retail ETF","27.4141","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ibuy",
"ASYS","Amtech Systems, Inc.","4.16","54826865.6","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/asys",
"AFSI","AmTrust Financial Services, Inc.","27.27","4648192307.01","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afsi",
"AMRS","Amyris, Inc.","0.746","196209994.934","n/a","2010","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/amrs",
"ADI","Analog Devices, Inc.","72.505","22343906452.8","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/adi",
"ALOG","Analogic Corporation","82.55","1028230334.95","n/a","1972","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/alog",
"AVXL","Anavex Life Sciences Corp.","4.11","162801074.37","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/avxl",
"ANCB","Anchor Bancorp","26.55","66513564.45","n/a","2011","Finance","Banks","http://www.nasdaq.com/symbol/ancb",
"ANDA","Andina Acquisition Corp. II","9.931","52733610","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/anda",
"ANDAR","Andina Acquisition Corp. II","0.4","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/andar",
"ANDAU","Andina Acquisition Corp. II","10.5","17325010.5","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/andau",
"ANDAW","Andina Acquisition Corp. II","0.2699","0","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/andaw",
"ANGI","Angie&#39;s List, Inc.","8.13","480919296.45","n/a","2011","Consumer Services","Advertising","http://www.nasdaq.com/symbol/angi",
"ANGO","AngioDynamics, Inc.","16.64","618083198.72","n/a","2004","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ango",
"ANIP","ANI Pharmaceuticals, Inc.","61.27","710196255.12","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/anip",
"ANIK","Anika Therapeutics Inc.","50.11","732769804.75","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/anik",
"ANSS","ANSYS, Inc.","93.35","8077308238.95","n/a","1996","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/anss",
"ATRS","Antares Pharma, Inc.","2.31","358250339.37","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atrs",
"ANTH","Anthera Pharmaceuticals, Inc.","0.71","29788139.46","n/a","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/anth",
"ABAC","Aoxin Tianli Group, Inc.","3.75","29955918.75","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/abac",
"APOG","Apogee Enterprises, Inc.","55.07","1591343416.73","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/apog",
"APOL","Apollo Education Group, Inc.","9.93","1090239534.93","n/a","1994","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/apol",
"APEN","Apollo Endosurgery, Inc.","17.25","7540406.25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/apen",
"AINV","Apollo Investment Corporation","5.94","1305488174.76","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/ainv",
"AMEH","Apollo Medical Holdings, Inc.","7.5","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ameh",
"APPF","AppFolio, Inc.","23","775024537","n/a","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/appf",
"AAPL","Apple Inc.","116.15","619348154950","n/a","1980","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/aapl",
